ZotuID	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	module	z	p	trt	inter_cut	taxon	kingdom	category
Potu1249	1	0	0	1.29E-102	0	21	0	0	terrace4	1	g:Cochliopodium.1249	Protists	peripherals
Botu214	2	1	1	1.29E-102	0	20	0	0	terrace4	1	o:Actinomycetales.214	Bacteria	peripherals
Botu614	1	0	0	1.29E-102	0	20	0	0	terrace4	1	o:Actinomycetales.614	Bacteria	peripherals
Notu158	1	0	0	1.29E-102	0	20	0	0	terrace4	1	g:Enoplea_XX.158	Nematodes	peripherals
Botu204	2	0	0	2.27E-89	1	19	0	0	terrace4	1	f:Acetobacteraceae.204	Bacteria	peripherals
Botu358	2	0	0	2.27E-89	1	19	0	0	terrace4	1	f:Isosphaeraceae.358	Bacteria	peripherals
Potu247	2	0	0	2.27E-89	1	19	0	0	terrace4	1	g:Cercomonas.247	Protists	peripherals
Botu489	3	2	2	3.54E-86	0.333333333	18	1.414213562	0	terrace4	1	f:Isosphaeraceae.489	Bacteria	peripherals
Botu302	2	0	0	3.03E-86	1	18	0	0	terrace4	1	f:Isosphaeraceae.302	Bacteria	peripherals
Potu1120	2	0	0	3.03E-86	1	18	0	0	terrace4	1	g:Filosa-Sarcomonadea_XXX.1120	Protists	peripherals
Botu761	1	0	0	1.63E-86	0	18	-1.414213562	0	terrace4	1	o:WD2101.761	Bacteria	peripherals
Potu326	3	2	2	3.54E-86	0.333333333	17	1.414213562	0	terrace4	1	g:Rhogostoma-lineage_X.326	Protists	peripherals
Botu137	2	0	0	3.03E-86	1	17	0	0	terrace4	1	f:Acidobacteriaceae.137	Bacteria	peripherals
Botu567	2	0	0	3.03E-86	1	17	0	0	terrace4	1	f:Isosphaeraceae.567	Bacteria	peripherals
Botu367	1	0	0	1.63E-86	0	17	-1.414213562	0	terrace4	1	o:Methylacidiphilales.367	Bacteria	peripherals
Botu1079	2	0	0	9.62E-06	1	16	0	0	terrace4	1	f:Armatimonadaceae.1079	Bacteria	peripherals
Potu676	3	344	5294	0.000181267	0.333333333	16	0	0	terrace4	1	g:Allapsidae_X.676	Protists	peripherals
Potu768	2	0	0	9.62E-06	1	16	0	0	terrace4	1	g:Prorocentrum.768	Protists	peripherals
Botu1141	5	270.6393686	3145	0.00084455	0.3	15	1	0.48	terrace4	1	f:Isosphaeraceae.1141	Bacteria	peripherals
Botu1540	3	122.2218724	819	0.000546554	0.333333333	15	-1	0.444444444	terrace4	1	f:Conexibacteraceae.1540	Bacteria	peripherals
Potu1488	3	10.67779273	93	7.24E-05	0.666666667	15	1	0	terrace4	1	g:Trinematidae_X.1488	Protists	peripherals
Botu120	2	0	0	4.62E-05	1	15	-1	0	terrace4	1	o:Actinomycetales.120	Bacteria	peripherals
Botu132	2	8.742420208	43	7.59E-14	0	14	0	0	terrace4	1	f:Syntrophobacteraceae.132	Bacteria	peripherals
Botu356	2	125.1355647	824	9.07E-13	0	14	0	0	terrace4	1	f:Isosphaeraceae.356	Bacteria	peripherals
Botu871	2	51.60685548	332	2.66E-13	0	14	0	0	terrace4	1	f:Syntrophobacteraceae.871	Bacteria	peripherals
Potu268	7	418.6360501	4380	0.006603256	0.333333333	13	1	0.489795918	terrace4	1	g:Acanthamoeba.268	Protists	peripherals
Potu716	5	339.7867483	3088	0.009225476	0.2	13	0	0.48	terrace4	1	o:Glissomonadida.716	Protists	peripherals
Potu642	4	27.82727763	326	0.000837195	0.666666667	13	1	0	terrace4	1	f:Trinematidae.642	Protists	peripherals
Botu180	3	0	0	0.000394723	1	13	0	0	terrace4	1	f:Pirellulaceae.180	Bacteria	peripherals
Botu587	3	0	0	0.000394723	1	13	0	0	terrace4	1	o:Ellin329.587	Bacteria	peripherals
Botu144	1	0	0	0.000464764	0	13	-2	0	terrace4	1	f:Acidobacteriaceae.144	Bacteria	peripherals
Botu256	2	2	2	2.11E-97	0	12	1	0	terrace4	1	f:Solibacteraceae.256	Bacteria	peripherals
Botu990	2	2	2	2.11E-97	0	12	1	0	terrace4	1	o:WD2101.990	Bacteria	peripherals
Botu736	1	0	0	1.31E-97	0	12	-1	0	terrace4	1	o:Methylacidiphilales.736	Bacteria	peripherals
Botu83	1	0	0	1.31E-97	0	12	-1	0	terrace4	1	f:Methylocystaceae.83	Bacteria	peripherals
Botu1052	2	3	3	7.22E-95	0	11	0.816496581	0	terrace4	1	f:Acidobacteriaceae.1052	Bacteria	peripherals
Botu552	2	3	3	7.22E-95	0	11	0.816496581	0	terrace4	1	o:DH61.552	Bacteria	peripherals
Fotu486	2	4	4	9.63E-95	0	11	0.816496581	0	terrace4	1	g:Oidiodendron.486	Fungi	peripherals
Botu288	1	0	0	4.81E-95	0	11	-1.224744871	0	terrace4	1	f:Isosphaeraceae.288	Bacteria	peripherals
Potu887	1	0	0	4.81E-95	0	11	-1.224744871	0	terrace4	1	o:Hypotrichia.887	Protists	peripherals
Botu432	3	672	5300	2.81E-12	0	10	0.816496581	0.444444444	terrace4	1	f:auto67_4W.432	Bacteria	peripherals
Botu287	2	170	1327	1.83E-13	0	10	0.816496581	0	terrace4	1	o:WD2101.287	Bacteria	peripherals
Potu701	2	170	1327	1.83E-13	0	10	0.816496581	0	terrace4	1	c:Filosa-Sarcomonadea.701	Protists	peripherals
Botu186	1	0	0	1.18E-14	0	10	-1.224744871	0	terrace4	1	f:Koribacteraceae.186	Bacteria	peripherals
Potu1495	1	0	0	1.18E-14	0	10	-1.224744871	0	terrace4	1	o:Colpodea_X.1495	Protists	peripherals
Botu379	3	4	4	2.23E-85	0.333333333	9	1.58113883	0	terrace4	1	g:Gemmata.379	Bacteria	peripherals
Botu246	2	0	0	1.84E-85	1	9	0	0	terrace4	1	o:Methylacidiphilales.246	Bacteria	peripherals
Potu853	2	3	3	1.27E-85	0	9	0	0	terrace4	1	g:Allapsidae_X.853	Protists	peripherals
Potu936	2	0	0	1.84E-85	1	9	0	0	terrace4	1	o:Glissomonadida.936	Protists	peripherals
Potu630	1	0	0	5.71E-86	0	9	-1.58113883	0	terrace4	1	o:Chrysophyceae_X.630	Protists	peripherals
Botu62	3	519	2474	2.58E-25	0	8	0.707106781	0.444444444	terrace4	1	f:Isosphaeraceae.62	Bacteria	peripherals
Botu19	2	212	994	2.18E-27	0	8	0.707106781	0	terrace4	1	f:Acidobacteriaceae.19	Bacteria	peripherals
Botu297	2	107	498	2.01E-28	0	8	0.707106781	0	terrace4	1	o:WD2101.297	Bacteria	peripherals
Botu53	2	315	1488	2.37E-26	0	8	0.707106781	0	terrace4	1	f:Isosphaeraceae.53	Bacteria	peripherals
Botu118	1	0	0	1.84E-29	0	8	-1.414213562	0	terrace4	1	g:Candidatus_Xiphinematobacter.118	Bacteria	peripherals
Fotu1745	1	0	0	2.35E-26	0	8	-1.414213562	0	terrace4	1	g:Archaeorhizomyces.1745	Fungi	peripherals
Botu1104	4	709.8376645	9946	6.80E-12	0.166666667	7	0.447213595	0.5	terrace4	1	f:Methylocystaceae.1104	Bacteria	peripherals
Botu87	2	7.00271644	45	1.19E-12	0	7	-0.894427191	0.5	terrace4	1	f:[Chthoniobacteraceae].87	Bacteria	peripherals
Botu142	3	506	7097	4.44E-13	0	7	1.788854382	0	terrace4	1	g:Burkholderia.142	Bacteria	peripherals
Potu1133	2	170	2367	2.89E-14	0	7	0.447213595	0	terrace4	1	f:Pseudodendromonadales_X.1133	Protists	peripherals
Botu175	1	0	0	1.87E-15	0	7	-0.894427191	0	terrace4	1	o:Actinomycetales.175	Bacteria	peripherals
Potu1181	1	0	0	2.88E-14	0	7	-0.894427191	0	terrace4	1	g:Bicosoecida.1181	Protists	peripherals
Potu1347	2	2.5	5	0.000360051	0	6	-1.732050808	0.5	terrace4	1	g:Vampyrella.1347	Protists	peripherals
Potu440	3	685.7228988	9040	0.000409817	0	6	0	0.444444444	terrace4	1	g:Nucleocercomonas.440	Protists	peripherals
Potu898	3	344	4492	1.05E-06	0.333333333	6	1.732050808	0	terrace4	1	g:Allapsidae_X.898	Protists	peripherals
Botu1451	2	0	0	5.56E-08	1	6	0	0	terrace4	1	f:Isosphaeraceae.1451	Bacteria	peripherals
Botu250	2	513	6735	2.07E-05	0	6	0	0	terrace4	1	f:Syntrophobacteraceae.250	Bacteria	peripherals
Botu875	2	0	0	5.56E-08	1	6	0	0	terrace4	1	g:Gemmata.875	Bacteria	peripherals
Botu41	3	1311	16727	1.60E-13	0	5	0	0.444444444	terrace4	1	o:WD2101.41	Bacteria	peripherals
Botu1225	3	990	12552	1.04E-14	0.333333333	5	1.224744871	0	terrace4	1	f:Gemmataceae.1225	Bacteria	peripherals
Fotu1184	3	338	4192	7.26E-16	0.333333333	5	1.224744871	0	terrace4	1	g:Devriesia.1184	Fungi	peripherals
Fotu710	3	338	4192	7.26E-16	0.333333333	5	1.224744871	0	terrace4	1	g:Pezoloma.710	Fungi	peripherals
Botu887	2	170	2097	4.72E-17	0	5	0	0	terrace4	1	o:WD2101.887	Bacteria	peripherals
Fotu1669	2	170	2097	4.72E-17	0	5	0	0	terrace4	1	g:Archaeorhizomyces.1669	Fungi	peripherals
Botu1070	1	0	0	1.03E-14	0	5	-1.224744871	0	terrace4	1	f:Isosphaeraceae.1070	Bacteria	peripherals
Botu528	1	0	0	3.06E-18	0	5	-1.224744871	0	terrace4	1	g:Candidatus_Solibacter.528	Bacteria	peripherals
Potu423	1	0	0	3.06E-18	0	5	-1.224744871	0	terrace4	1	f:Allapsidae.423	Protists	peripherals
Botu1127	5	730.3660931	10942	0.000937018	0.3	4	1.555634919	0.48	terrace4	1	f:Isosphaeraceae.1127	Bacteria	peripherals
Potu48	3	303.8965557	3409	0.002339326	0	4	0.282842712	0.444444444	terrace4	1	o:Glissomonadida.48	Protists	peripherals
Botu234	3	0	0	0.000926826	1	4	-0.989949494	0.444444444	terrace4	1	o:WD2101.234	Bacteria	peripherals
Botu233	3	515	7703	4.74E-05	0	4	1.555634919	0	terrace4	1	o:Methylacidiphilales.233	Bacteria	peripherals
Fotu1782	2	173	2569	2.40E-06	0	4	0.282842712	0	terrace4	1	g:Archaeorhizomyces.1782	Fungi	peripherals
Fotu219	2	24.26264876	202	0.000165057	0	4	0.282842712	0	terrace4	1	g:Talaromyces.219	Fungi	peripherals
Botu229	1	0	0	1.21E-07	0	4	-0.989949494	0	terrace4	1	g:Rhodoplanes.229	Bacteria	peripherals
Botu34	1	0	0	2.39E-06	0	4	-0.989949494	0	terrace4	1	o:Actinomycetales.34	Bacteria	peripherals
Botu933	1	0	0	0.000117851	0	4	-0.989949494	0	terrace4	1	o:WD2101.933	Bacteria	peripherals
Potu542	6	459.6521514	6483	0.007348687	0.533333333	3	-1.308704281	0.444444444	terrace4	1	g:Trinema.542	Protists	peripherals
Botu882	7	565.0570886	9471	0.010111626	0.428571429	3	-1.170895215	0.408163265	terrace4	1	c:TM1.882	Bacteria	peripherals
Fotu506	4	513	7938	0.003578881	0.5	3	-1.446513347	0.375	terrace4	1	g:Oidiodendron.506	Fungi	peripherals
Potu1148	5	162.2771012	2195	0.006737131	0.6	3	-1.308704281	0.32	terrace4	1	g:Allapsidae_X.1148	Protists	peripherals
Botu419	6	472.5050004	4022	0.009932042	0.2	3	-1.170895215	0.277777778	terrace4	1	o:Actinomycetales.419	Bacteria	peripherals
Notu266	7	203.5936171	2467	0.008049505	0.714285714	3	-1.033086148	0.244897959	terrace4	1	g:Alaimus.266	Nematodes	peripherals
Potu244	7	203.5936171	2467	0.008049505	0.714285714	3	-1.033086148	0.244897959	terrace4	1	f:Pseudodifflugiidae.244	Protists	peripherals
Fotu256	8	868.471255	11532	0.007754033	0.357142857	3	-0.895277082	0.21875	terrace4	1	f:Herpotrichiellaceae.256	Fungi	peripherals
Potu210	22	751.2202491	9204	0.117779482	0.367965368	3	0.896240782	0.169421488	terrace4	1	f:Limnofilidae.210	Protists	peripherals
Botu382	11	196.9511384	2297	0.018650136	0.527272727	3	-0.481849883	0.165289256	terrace4	1	f:Gemmataceae.382	Bacteria	peripherals
Notu84	11	196.9511384	2297	0.018650136	0.527272727	3	-0.481849883	0.165289256	terrace4	1	f:Enoplea_X.84	Nematodes	peripherals
Botu413	14	533.074205	6450	0.075127902	0.516483516	3	-0.068422683	0.132653061	terrace4	1	o:Acidimicrobiales.413	Bacteria	peripherals
Fotu58	14	406.3014397	4153	0.05743931	0.340659341	3	-0.068422683	0.132653061	terrace4	1	g:Meliniomyces.58	Fungi	peripherals
Botu24	17	711.7526295	9158	0.046152293	0.272058824	3	0.345004516	0.110726644	terrace4	1	o:Actinomycetales.24	Bacteria	peripherals
Botu1203	20	551.2012139	5682	0.082921031	0.405263158	3	0.758431715	0.095	terrace4	1	f:Acidobacteriaceae.1203	Bacteria	peripherals
Botu169	29	160.7282587	4758	0.220876114	0.5	3	2.136522379	0	terrace4	1	f:[Chthoniobacteraceae].169	Bacteria	peripherals
Botu505	29	160.7282587	4758	0.220876114	0.5	3	2.136522379	0	terrace4	1	f:Isosphaeraceae.505	Bacteria	peripherals
Fotu1718	29	160.7282587	4758	0.220876114	0.5	3	2.136522379	0	terrace4	1	g:Archaeorhizomyces.1718	Fungi	peripherals
Botu310	28	505.8414339	7995	0.167542845	0.41005291	3	1.998713313	0	terrace4	1	f:Gemmataceae.310	Bacteria	peripherals
Botu324	28	273.614446	5277	0.198268883	0.455026455	3	1.998713313	0	terrace4	1	f:Isosphaeraceae.324	Bacteria	peripherals
Botu428	28	207.72323	5003	0.206298392	0.481481481	3	1.998713313	0	terrace4	1	f:Acidobacteriaceae.428	Bacteria	peripherals
Botu220	27	230.557214	4790	0.191016498	0.475783476	3	1.860904246	0	terrace4	1	o:Acidimicrobiales.220	Bacteria	peripherals
Botu84	27	230.557214	4790	0.191016498	0.475783476	3	1.860904246	0	terrace4	1	o:NRP-J.84	Bacteria	peripherals
Potu250	27	401.7597652	6778	0.199877988	0.47008547	3	1.860904246	0	terrace4	1	o:Variosea_X.250	Protists	peripherals
Botu201	26	201.0438502	3965	0.185622013	0.501538462	3	1.72309518	0	terrace4	1	f:Acetobacteraceae.201	Bacteria	peripherals
Botu511	26	186.3095763	4357	0.187975306	0.470769231	3	1.72309518	0	terrace4	1	f:auto67_4W.511	Bacteria	peripherals
Botu665	26	201.0438502	3965	0.185622013	0.501538462	3	1.72309518	0	terrace4	1	o:MLE1-12.665	Bacteria	peripherals
Botu72	25	212.3634469	3513	0.181194135	0.486666667	3	1.585286114	0	terrace4	1	f:Conexibacteraceae.72	Bacteria	peripherals
Fotu78	25	285.6632274	5540	0.154086657	0.416666667	3	1.585286114	0	terrace4	1	g:Penicillium.78	Fungi	peripherals
Potu548	24	608.3953065	8720	0.108802499	0.391304348	3	1.447477047	0	terrace4	1	o:Glissomonadida.548	Protists	peripherals
Potu312	23	436.6294853	5673	0.149134855	0.415019763	3	1.309667981	0	terrace4	1	c:Filosa-Sarcomonadea.312	Protists	peripherals
Potu541	23	278.2442309	4619	0.140419074	0.462450593	3	1.309667981	0	terrace4	1	g:Flectomonas.541	Protists	peripherals
Botu461	22	261.7596593	4196	0.106124885	0.38961039	3	1.171858914	0	terrace4	1	o:Solibacterales.461	Bacteria	peripherals
Potu286	22	218.6070689	3995	0.147184838	0.454545455	3	1.171858914	0	terrace4	1	f:Allapsidae.286	Protists	peripherals
Botu151	21	190.9784794	3068	0.13538628	0.480952381	3	1.034049848	0	terrace4	1	o:WD2101.151	Bacteria	peripherals
Botu198	21	251.212164	5039	0.107782968	0.423809524	3	1.034049848	0	terrace4	1	f:Chthonomonadaceae.198	Bacteria	peripherals
Botu8	21	855.029317	10792	0.058222825	0.342857143	3	1.034049848	0	terrace4	1	f:Methylocystaceae.8	Bacteria	peripherals
Botu14	20	325.6303309	4350	0.061284109	0.394736842	3	0.896240782	0	terrace4	1	c:JG37-AG-4.14	Bacteria	peripherals
Botu237	20	203.9897907	2862	0.103585731	0.463157895	3	0.896240782	0	terrace4	1	g:Planctomyces.237	Bacteria	peripherals
Botu498	20	146.2752673	2976	0.088826544	0.478947368	3	0.896240782	0	terrace4	1	f:Isosphaeraceae.498	Bacteria	peripherals
Botu516	20	236.6123903	4383	0.116496053	0.515789474	3	0.896240782	0	terrace4	1	f:Rhodospirillaceae.516	Bacteria	peripherals
Fotu1544	20	146.2752673	2976	0.088826544	0.478947368	3	0.896240782	0	terrace4	1	g:Archaeorhizomyces.1544	Fungi	peripherals
Fotu634	20	232.4156409	4653	0.102115411	0.421052632	3	0.896240782	0	terrace4	1	g:Oidiodendron.634	Fungi	peripherals
Notu343	20	286.0402433	4997	0.080488152	0.373684211	3	0.896240782	0	terrace4	1	g:Enchodelus.343	Nematodes	peripherals
Potu1094	20	230.951187	3827	0.119198011	0.505263158	3	0.896240782	0	terrace4	1	g:Mesofila.1094	Protists	peripherals
Potu398	20	253.3100309	4031	0.118167519	0.5	3	0.896240782	0	terrace4	1	g:Trebouxiophyceae_XXX.398	Protists	peripherals
Botu209	19	199.9317312	2753	0.076202609	0.421052632	3	0.758431715	0	terrace4	1	f:Conexibacteraceae.209	Bacteria	peripherals
Botu3	19	747.8104095	10220	0.044570346	0.321637427	3	0.758431715	0	terrace4	1	g:Mycobacterium.3	Bacteria	peripherals
Botu742	19	569.5129473	6970	0.042371942	0.350877193	3	0.758431715	0	terrace4	1	f:Ellin515.742	Bacteria	peripherals
Potu348	19	166.0206092	2872	0.131789032	0.590643275	3	0.758431715	0	terrace4	1	g:Allapsidae_X.348	Protists	peripherals
Botu446	18	175.1039104	2874	0.065323334	0.450980392	3	0.620622649	0	terrace4	1	f:Acidobacteriaceae.446	Bacteria	peripherals
Botu626	18	175.1039104	2874	0.065323334	0.450980392	3	0.620622649	0	terrace4	1	f:Gemmataceae.626	Bacteria	peripherals
Botu701	18	396.8940574	5099	0.104068932	0.437908497	3	0.620622649	0	terrace4	1	c:JG37-AG-4.701	Bacteria	peripherals
Botu321	17	110.5635262	2248	0.111598397	0.551470588	3	0.482813582	0	terrace4	1	g:Bacillus.321	Bacteria	peripherals
Botu834	17	274.2248719	4879	0.049989357	0.441176471	3	0.482813582	0	terrace4	1	g:Opitutus.834	Bacteria	peripherals
Fotu1125	17	129.5597772	2810	0.117915916	0.551470588	3	0.482813582	0	terrace4	1	g:Mortierella.1125	Fungi	peripherals
Potu226	17	274.2248719	4879	0.049989357	0.441176471	3	0.482813582	0	terrace4	1	g:Sphenoderia.226	Protists	peripherals
Potu613	17	486.2646641	5644	0.039406292	0.279411765	3	0.482813582	0	terrace4	1	c:Chlorophyceae.613	Protists	peripherals
Potu741	17	110.846303	1478	0.102358811	0.5	3	0.482813582	0	terrace4	1	o:Glissomonadida.741	Protists	peripherals
Botu1036	16	281.0575372	3489	0.039113527	0.408333333	3	0.345004516	0	terrace4	1	f:Acetobacteraceae.1036	Bacteria	peripherals
Botu126	16	56.10321921	1430	0.10785271	0.6	3	0.345004516	0	terrace4	1	g:Rhodoplanes.126	Bacteria	peripherals
Botu357	16	56.10321921	1430	0.10785271	0.6	3	0.345004516	0	terrace4	1	o:Actinomycetales.357	Bacteria	peripherals
Botu46	16	177.0462006	2203	0.068987447	0.325	3	0.345004516	0	terrace4	1	f:Koribacteraceae.46	Bacteria	peripherals
Botu48	16	164.4503091	2749	0.043330648	0.425	3	0.345004516	0	terrace4	1	f:Koribacteraceae.48	Bacteria	peripherals
Botu671	16	207.1846195	2282	0.026590736	0.4	3	0.345004516	0	terrace4	1	f:Conexibacteraceae.671	Bacteria	peripherals
Potu197	16	380.9554806	4998	0.044314886	0.4	3	0.345004516	0	terrace4	1	c:Filosa-Sarcomonadea.197	Protists	peripherals
Potu319	16	164.4503091	2749	0.043330648	0.425	3	0.345004516	0	terrace4	1	o:Vampyrellida.319	Protists	peripherals
Botu1416	15	254.6372095	4072	0.041654133	0.4	3	0.207195449	0	terrace4	1	o:Acidimicrobiales.1416	Bacteria	peripherals
Fotu1542	15	70.38363498	1532	0.079227858	0.504761905	3	0.207195449	0	terrace4	1	g:Archaeorhizomyces.1542	Fungi	peripherals
Potu574	15	758.3038847	8119	0.040137595	0.295238095	3	0.207195449	0	terrace4	1	g:Pseudoplatyophrya.574	Protists	peripherals
Botu127	14	81.11109264	1606	0.07488266	0.56043956	3	0.069386383	0	terrace4	1	f:Rhodospirillaceae.127	Bacteria	peripherals
Botu143	14	92.10442651	1241	0.107670498	0.736263736	3	0.069386383	0	terrace4	1	f:Isosphaeraceae.143	Bacteria	peripherals
Botu183	14	653.7791359	8234	0.016774847	0.307692308	3	0.069386383	0	terrace4	1	o:Solirubrobacterales.183	Bacteria	peripherals
Botu197	14	68.9144721	1365	0.077399711	0.494505495	3	0.069386383	0	terrace4	1	o:Actinomycetales.197	Bacteria	peripherals
Botu231	14	514.4479366	5330	0.035806956	0.318681319	3	0.069386383	0	terrace4	1	f:Solibacteraceae.231	Bacteria	peripherals
Botu340	14	204.4108995	2969	0.029298742	0.296703297	3	0.069386383	0	terrace4	1	g:Rhodoplanes.340	Bacteria	peripherals
Botu403	14	360.768343	3919	0.054529651	0.362637363	3	0.069386383	0	terrace4	1	f:Acidobacteriaceae.403	Bacteria	peripherals
Botu440	14	404.8611989	6638	0.027042006	0.417582418	3	0.069386383	0	terrace4	1	o:Acidimicrobiales.440	Bacteria	peripherals
Botu551	14	404.8611989	6638	0.027042006	0.417582418	3	0.069386383	0	terrace4	1	f:Rhodospirillaceae.551	Bacteria	peripherals
Botu675	14	20.02266895	605	0.112804374	0.725274725	3	0.069386383	0	terrace4	1	f:Isosphaeraceae.675	Bacteria	peripherals
Fotu1186	14	223.6339405	3654	0.035998644	0.406593407	3	0.069386383	0	terrace4	1	g:Devriesia.1186	Fungi	peripherals
Potu850	14	409.6796623	6143	0.046952332	0.395604396	3	0.069386383	0	terrace4	1	g:Cercomonas.850	Protists	peripherals
Botu385	13	161.6304067	2208	0.042282843	0.397435897	3	-0.068422683	0	terrace4	1	f:Rhodospirillaceae.385	Bacteria	peripherals
Botu52	13	396.4328079	3826	0.018407588	0.358974359	3	-0.068422683	0	terrace4	1	f:Koribacteraceae.52	Bacteria	peripherals
Botu538	13	31.21100405	588	0.098928633	0.782051282	3	-0.068422683	0	terrace4	1	o:WD2101.538	Bacteria	peripherals
Botu923	13	260.4897236	2182	0.031236494	0.397435897	3	-0.068422683	0	terrace4	1	o:WD2101.923	Bacteria	peripherals
Notu113	13	171.0284344	1981	0.020431664	0.371794872	3	-0.068422683	0	terrace4	1	f:Enoplea_X.113	Nematodes	peripherals
Potu302	13	86.64294253	1410	0.037916623	0.58974359	3	-0.068422683	0	terrace4	1	g:Euglena.302	Protists	peripherals
Potu368	13	128.6778684	1817	0.042781301	0.41025641	3	-0.068422683	0	terrace4	1	o:Glissomonadida.368	Protists	peripherals
Potu447	13	39.60516635	723	0.084378495	0.653846154	3	-0.068422683	0	terrace4	1	g:Acanthamoeba.447	Protists	peripherals
Potu700	13	365.8191052	3500	0.018799824	0.333333333	3	-0.068422683	0	terrace4	1	g:Cryptodifflugia.700	Protists	peripherals
Botu353	12	354.9837989	5821	0.042739573	0.46969697	3	-0.20623175	0	terrace4	1	f:Gemmataceae.353	Bacteria	peripherals
