zotu_1	zotu_2	interaction	RMTt	trt	taxa1	taxa2	group1	group2
Botu1036	Botu962	1	0.94	terrace4	f:Acetobacteraceae.1036	f:Gemmataceae.962	Bacteria	Bacteria
Botu1036	Fotu1544	1	0.94	terrace4	f:Acetobacteraceae.1036	g:Archaeorhizomyces.1544	Bacteria	Fungi
Botu1036	Potu210	1	0.94	terrace4	f:Acetobacteraceae.1036	f:Limnofilidae.210	Bacteria	Protists
Botu1036	Potu287	1	0.94	terrace4	f:Acetobacteraceae.1036	g:Allapsidae_X.287	Bacteria	Protists
Botu1036	Potu302	1	0.94	terrace4	f:Acetobacteraceae.1036	g:Euglena.302	Bacteria	Protists
Botu1036	Potu412	1	0.94	terrace4	f:Acetobacteraceae.1036	f:Allapsidae.412	Bacteria	Protists
Botu1036	Potu698	1	0.94	terrace4	f:Acetobacteraceae.1036	o:Glissomonadida.698	Bacteria	Protists
Botu1036	Potu928	1	0.94	terrace4	f:Acetobacteraceae.1036	g:Limnofilidae_X.928	Bacteria	Protists
Botu1052	Fotu486	1	0.94	terrace4	f:Acidobacteriaceae.1052	g:Oidiodendron.486	Bacteria	Fungi
Botu1052	Potu887	1	0.94	terrace4	f:Acidobacteriaceae.1052	o:Hypotrichia.887	Bacteria	Protists
Botu106	Botu97	1	0.94	terrace4	g:Rhodoplanes.106	f:Sinobacteraceae.97	Bacteria	Bacteria
Botu1062	Potu306	1	0.94	terrace4	f:Acidobacteriaceae.1062	o:Glissomonadida.306	Bacteria	Protists
Botu1066	Botu419	1	0.94	terrace4	f:auto67_4W.1066	o:Actinomycetales.419	Bacteria	Bacteria
Botu1070	Botu41	1	0.94	terrace4	f:Isosphaeraceae.1070	o:WD2101.41	Bacteria	Bacteria
Botu1073	Botu114	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Isosphaeraceae.114	Bacteria	Bacteria
Botu1073	Botu174	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Gemmataceae.174	Bacteria	Bacteria
Botu1073	Botu192	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:auto67_4W.192	Bacteria	Bacteria
Botu1073	Botu273	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Rhodospirillaceae.273	Bacteria	Bacteria
Botu1073	Botu300	1	0.94	terrace4	f:Rhodospirillaceae.1073	o:Actinomycetales.300	Bacteria	Bacteria
Botu1073	Botu519	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Isosphaeraceae.519	Bacteria	Bacteria
Botu1073	Botu558	1	0.94	terrace4	f:Rhodospirillaceae.1073	o:WD2101.558	Bacteria	Bacteria
Botu1073	Botu63	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:auto67_4W.63	Bacteria	Bacteria
Botu1073	Potu108	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Sandonidae.108	Bacteria	Protists
Botu1073	Potu1191	1	0.94	terrace4	f:Rhodospirillaceae.1073	o:Euglenida.1191	Bacteria	Protists
Botu1073	Potu1273	1	0.94	terrace4	f:Rhodospirillaceae.1073	g:Heleopera.1273	Bacteria	Protists
Botu1073	Potu233	1	0.94	terrace4	f:Rhodospirillaceae.1073	f:Limnofilidae.233	Bacteria	Protists
Botu1073	Potu430	1	0.94	terrace4	f:Rhodospirillaceae.1073	g:Allpasidae_Group-Te.430	Bacteria	Protists
Botu1079	Potu676	1	0.94	terrace4	f:Armatimonadaceae.1079	g:Allapsidae_X.676	Bacteria	Protists
Botu1079	Potu768	1	0.94	terrace4	f:Armatimonadaceae.1079	g:Prorocentrum.768	Bacteria	Protists
Botu109	Botu207	1	0.94	terrace4	o:Actinomycetales.109	o:WD2101.207	Bacteria	Bacteria
Botu109	Botu283	1	0.94	terrace4	o:Actinomycetales.109	f:Acidobacteriaceae.283	Bacteria	Bacteria
Botu109	Botu315	1	0.94	terrace4	o:Actinomycetales.109	f:Methylocystaceae.315	Bacteria	Bacteria
Botu109	Botu463	1	0.94	terrace4	o:Actinomycetales.109	f:Acidobacteriaceae.463	Bacteria	Bacteria
Botu109	Botu466	1	0.94	terrace4	o:Actinomycetales.109	f:Koribacteraceae.466	Bacteria	Bacteria
Botu109	Botu61	1	0.94	terrace4	o:Actinomycetales.109	f:Conexibacteraceae.61	Bacteria	Bacteria
Botu109	Botu630	1	0.94	terrace4	o:Actinomycetales.109	f:Isosphaeraceae.630	Bacteria	Bacteria
Botu109	Botu85	1	0.94	terrace4	o:Actinomycetales.109	o:Actinomycetales.85	Bacteria	Bacteria
Botu109	Fotu1010	1	0.94	terrace4	o:Actinomycetales.109	g:Venturia.1010	Bacteria	Fungi
Botu109	Fotu1251	1	0.94	terrace4	o:Actinomycetales.109	o:Capnodiales.1251	Bacteria	Fungi
Botu109	Fotu1546	1	0.94	terrace4	o:Actinomycetales.109	g:Archaeorhizomyces.1546	Bacteria	Fungi
Botu109	Fotu1633	1	0.94	terrace4	o:Actinomycetales.109	g:Archaeorhizomyces.1633	Bacteria	Fungi
Botu109	Fotu508	1	0.94	terrace4	o:Actinomycetales.109	g:Oidiodendron.508	Bacteria	Fungi
Botu109	Fotu988	1	0.94	terrace4	o:Actinomycetales.109	f:Venturiaceae.988	Bacteria	Fungi
Botu109	Potu1060	1	0.94	terrace4	o:Actinomycetales.109	f:Sandonidae.1060	Bacteria	Protists
Botu109	Potu1198	1	0.94	terrace4	o:Actinomycetales.109	g:Bodo.1198	Bacteria	Protists
Botu109	Potu1799	1	0.94	terrace4	o:Actinomycetales.109	g:Spongomonas.1799	Bacteria	Protists
Botu109	Potu1871	1	0.94	terrace4	o:Actinomycetales.109	g:Cyrtolophosis.1871	Bacteria	Protists
Botu109	Potu305	1	0.94	terrace4	o:Actinomycetales.109	o:Glissomonadida.305	Bacteria	Protists
Botu109	Potu367	1	0.94	terrace4	o:Actinomycetales.109	g:Rhogostoma-lineage_X.367	Bacteria	Protists
Botu109	Potu374	1	0.94	terrace4	o:Actinomycetales.109	o:Glissomonadida.374	Bacteria	Protists
Botu1097	Botu199	1	0.94	terrace4	o:Actinomycetales.1097	o:Methylacidiphilales.199	Bacteria	Bacteria
Botu1097	Botu269	1	0.94	terrace4	o:Actinomycetales.1097	g:Candidatus_Solibacter.269	Bacteria	Bacteria
Botu1097	Botu313	1	0.94	terrace4	o:Actinomycetales.1097	f:Chthonomonadaceae.313	Bacteria	Bacteria
Botu1097	Fotu72	1	0.94	terrace4	o:Actinomycetales.1097	g:Meliniomyces.72	Bacteria	Fungi
Botu1097	Fotu841	1	0.94	terrace4	o:Actinomycetales.1097	f:Hyaloscyphaceae.841	Bacteria	Fungi
Botu1097	Potu1231	1	0.94	terrace4	o:Actinomycetales.1097	o:Kinetoplastida.1231	Bacteria	Protists
Botu1097	Potu757	1	0.94	terrace4	o:Actinomycetales.1097	o:Glissomonadida.757	Bacteria	Protists
Botu11	Botu796	1	0.94	terrace4	o:Actinomycetales.11	o:Ellin6513.796	Bacteria	Bacteria
Botu110	Botu131	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:Koribacteraceae.131	Bacteria	Bacteria
Botu110	Botu152	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	o:Actinomycetales.152	Bacteria	Bacteria
Botu110	Botu165	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:Isosphaeraceae.165	Bacteria	Bacteria
Botu110	Botu63	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:auto67_4W.63	Bacteria	Bacteria
Botu110	Botu664	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:Solibacteraceae.664	Bacteria	Bacteria
Botu110	Botu868	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:auto67_4W.868	Bacteria	Bacteria
Botu110	Fotu118	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	g:Byssocorticium.118	Bacteria	Fungi
Botu110	Fotu1580	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	g:Archaeorhizomyces.1580	Bacteria	Fungi
Botu110	Fotu246	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:Herpotrichiellaceae.246	Bacteria	Fungi
Botu110	Potu1353	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.110	f:Sandonidae.1353	Bacteria	Protists
Botu1104	Botu142	1	0.94	terrace4	f:Methylocystaceae.1104	g:Burkholderia.142	Bacteria	Bacteria
Botu1104	Botu207	1	0.94	terrace4	f:Methylocystaceae.1104	o:WD2101.207	Bacteria	Bacteria
Botu1104	Botu87	1	0.94	terrace4	f:Methylocystaceae.1104	f:[Chthoniobacteraceae].87	Bacteria	Bacteria
Botu1104	Fotu1633	1	0.94	terrace4	f:Methylocystaceae.1104	g:Archaeorhizomyces.1633	Bacteria	Fungi
Botu112	Botu114	1	0.94	terrace4	f:Gemmataceae.112	f:Isosphaeraceae.114	Bacteria	Bacteria
Botu112	Botu2	1	0.94	terrace4	f:Gemmataceae.112	f:Isosphaeraceae.2	Bacteria	Bacteria
Botu112	Botu416	1	0.94	terrace4	f:Gemmataceae.112	f:Isosphaeraceae.416	Bacteria	Bacteria
Botu112	Botu506	1	0.94	terrace4	f:Gemmataceae.112	f:Conexibacteraceae.506	Bacteria	Bacteria
Botu112	Botu650	1	0.94	terrace4	f:Gemmataceae.112	f:Isosphaeraceae.650	Bacteria	Bacteria
Botu112	Botu664	1	0.94	terrace4	f:Gemmataceae.112	f:Solibacteraceae.664	Bacteria	Bacteria
Botu112	Botu7	1	0.94	terrace4	f:Gemmataceae.112	o:Actinomycetales.7	Bacteria	Bacteria
Botu112	Botu796	1	0.94	terrace4	f:Gemmataceae.112	o:Ellin6513.796	Bacteria	Bacteria
Botu112	Botu913	1	0.94	terrace4	f:Gemmataceae.112	f:Conexibacteraceae.913	Bacteria	Bacteria
Botu112	Fotu1580	1	0.94	terrace4	f:Gemmataceae.112	g:Archaeorhizomyces.1580	Bacteria	Fungi
Botu112	Fotu57	1	0.94	terrace4	f:Gemmataceae.112	g:Meliniomyces.57	Bacteria	Fungi
Botu112	Potu108	1	0.94	terrace4	f:Gemmataceae.112	f:Sandonidae.108	Bacteria	Protists
Botu112	Potu167	1	0.94	terrace4	f:Gemmataceae.112	c:Trebouxiophyceae.167	Bacteria	Protists
Botu112	Potu233	1	0.94	terrace4	f:Gemmataceae.112	f:Limnofilidae.233	Bacteria	Protists
Botu1127	Botu233	1	0.94	terrace4	f:Isosphaeraceae.1127	o:Methylacidiphilales.233	Bacteria	Bacteria
Botu1127	Botu234	1	0.94	terrace4	f:Isosphaeraceae.1127	o:WD2101.234	Bacteria	Bacteria
Botu1127	Botu882	1	0.94	terrace4	f:Isosphaeraceae.1127	c:TM1.882	Bacteria	Bacteria
Botu1127	Fotu219	1	0.94	terrace4	f:Isosphaeraceae.1127	g:Talaromyces.219	Bacteria	Fungi
Botu1127	Potu542	1	0.94	terrace4	f:Isosphaeraceae.1127	g:Trinema.542	Bacteria	Protists
Botu1135	Botu18	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Bradyrhizobium.18	Bacteria	Bacteria
Botu1135	Botu199	1	0.94	terrace4	f:Isosphaeraceae.1135	o:Methylacidiphilales.199	Bacteria	Bacteria
Botu1135	Botu30	1	0.94	terrace4	f:Isosphaeraceae.1135	f:Methylocystaceae.30	Bacteria	Bacteria
Botu1135	Botu313	1	0.94	terrace4	f:Isosphaeraceae.1135	f:Chthonomonadaceae.313	Bacteria	Bacteria
Botu1135	Botu323	1	0.94	terrace4	f:Isosphaeraceae.1135	c:Alphaproteobacteria.323	Bacteria	Bacteria
Botu1135	Botu418	1	0.94	terrace4	f:Isosphaeraceae.1135	o:WD2101.418	Bacteria	Bacteria
Botu1135	Botu51	1	0.94	terrace4	f:Isosphaeraceae.1135	f:Gemmataceae.51	Bacteria	Bacteria
Botu1135	Botu64	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Rhodoplanes.64	Bacteria	Bacteria
Botu1135	Fotu1666	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Archaeorhizomyces.1666	Bacteria	Fungi
Botu1135	Fotu218	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Hyaloscypha.218	Bacteria	Fungi
Botu1135	Fotu841	1	0.94	terrace4	f:Isosphaeraceae.1135	f:Hyaloscyphaceae.841	Bacteria	Fungi
Botu1135	Fotu956	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Mollisia.956	Bacteria	Fungi
Botu1135	Notu121	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Prismatolaimus.121	Bacteria	Nematodes
Botu1135	Potu1231	1	0.94	terrace4	f:Isosphaeraceae.1135	o:Kinetoplastida.1231	Bacteria	Protists
Botu1135	Potu306	1	0.94	terrace4	f:Isosphaeraceae.1135	o:Glissomonadida.306	Bacteria	Protists
Botu1135	Potu395	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Chrysophyceae_Clade-H_X.395	Bacteria	Protists
Botu1135	Potu757	1	0.94	terrace4	f:Isosphaeraceae.1135	o:Glissomonadida.757	Bacteria	Protists
Botu1135	Potu92	1	0.94	terrace4	f:Isosphaeraceae.1135	f:Allapsidae.92	Bacteria	Protists
Botu1135	Potu968	1	0.94	terrace4	f:Isosphaeraceae.1135	g:Allpasidae_Group-Te.968	Bacteria	Protists
Botu114	Botu650	1	0.94	terrace4	f:Isosphaeraceae.114	f:Isosphaeraceae.650	Bacteria	Bacteria
Botu114	Potu1353	1	0.94	terrace4	f:Isosphaeraceae.114	f:Sandonidae.1353	Bacteria	Protists
Botu114	Potu233	1	0.94	terrace4	f:Isosphaeraceae.114	f:Limnofilidae.233	Bacteria	Protists
Botu1141	Botu120	1	0.94	terrace4	f:Isosphaeraceae.1141	o:Actinomycetales.120	Bacteria	Bacteria
Botu1141	Botu1540	1	0.94	terrace4	f:Isosphaeraceae.1141	f:Conexibacteraceae.1540	Bacteria	Bacteria
Botu1141	Notu266	1	0.94	terrace4	f:Isosphaeraceae.1141	g:Alaimus.266	Bacteria	Nematodes
Botu1141	Potu1488	1	0.94	terrace4	f:Isosphaeraceae.1141	g:Trinematidae_X.1488	Bacteria	Protists
Botu1141	Potu244	1	0.94	terrace4	f:Isosphaeraceae.1141	f:Pseudodifflugiidae.244	Bacteria	Protists
Botu115	Botu1204	1	0.94	terrace4	f:Chthonomonadaceae.115	f:Acetobacteraceae.1204	Bacteria	Bacteria
Botu115	Botu65	1	0.94	terrace4	f:Chthonomonadaceae.115	f:Chthonomonadaceae.65	Bacteria	Bacteria
Botu115	Botu751	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Mycobacterium.751	Bacteria	Bacteria
Botu115	Botu89	1	0.94	terrace4	f:Chthonomonadaceae.115	f:auto67_4W.89	Bacteria	Bacteria
Botu115	Botu90	1	0.94	terrace4	f:Chthonomonadaceae.115	f:Acetobacteraceae.90	Bacteria	Bacteria
Botu115	Fotu1666	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Archaeorhizomyces.1666	Bacteria	Fungi
Botu115	Fotu330	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Phialocephala.330	Bacteria	Fungi
Botu115	Potu111	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Trinematidae_X.111	Bacteria	Protists
Botu115	Potu1113	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Spongomonas.1113	Bacteria	Protists
Botu115	Potu130	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Assulina.130	Bacteria	Protists
Botu115	Potu306	1	0.94	terrace4	f:Chthonomonadaceae.115	o:Glissomonadida.306	Bacteria	Protists
Botu115	Potu395	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Chrysophyceae_Clade-H_X.395	Bacteria	Protists
Botu115	Potu499	1	0.94	terrace4	f:Chthonomonadaceae.115	f:Allapsidae.499	Bacteria	Protists
Botu115	Potu909	1	0.94	terrace4	f:Chthonomonadaceae.115	g:Acanthamoeba.909	Bacteria	Protists
Botu118	Botu297	1	0.94	terrace4	g:Candidatus_Xiphinematobacter.118	o:WD2101.297	Bacteria	Bacteria
Botu119	Botu20	1	0.94	terrace4	o:Solirubrobacterales.119	f:Isosphaeraceae.20	Bacteria	Bacteria
Botu119	Botu235	1	0.94	terrace4	o:Solirubrobacterales.119	f:Isosphaeraceae.235	Bacteria	Bacteria
Botu119	Botu463	1	0.94	terrace4	o:Solirubrobacterales.119	f:Acidobacteriaceae.463	Bacteria	Bacteria
Botu119	Botu733	1	0.94	terrace4	o:Solirubrobacterales.119	o:WD2101.733	Bacteria	Bacteria
Botu119	Botu85	1	0.94	terrace4	o:Solirubrobacterales.119	o:Actinomycetales.85	Bacteria	Bacteria
Botu119	Fotu459	1	0.94	terrace4	o:Solirubrobacterales.119	g:Oidiodendron.459	Bacteria	Fungi
Botu120	Potu1488	1	0.94	terrace4	o:Actinomycetales.120	g:Trinematidae_X.1488	Bacteria	Protists
Botu1203	Botu151	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:WD2101.151	Bacteria	Bacteria
Botu1203	Botu201	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Acetobacteraceae.201	Bacteria	Bacteria
Botu1203	Botu220	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Acidimicrobiales.220	Bacteria	Bacteria
Botu1203	Botu237	1	0.94	terrace4	f:Acidobacteriaceae.1203	g:Planctomyces.237	Bacteria	Bacteria
Botu1203	Botu261	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Solirubrobacterales.261	Bacteria	Bacteria
Botu1203	Botu382	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Gemmataceae.382	Bacteria	Bacteria
Botu1203	Botu413	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Acidimicrobiales.413	Bacteria	Bacteria
Botu1203	Botu446	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Acidobacteriaceae.446	Bacteria	Bacteria
Botu1203	Botu46	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Koribacteraceae.46	Bacteria	Bacteria
Botu1203	Botu626	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Gemmataceae.626	Bacteria	Bacteria
Botu1203	Botu665	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:MLE1-12.665	Bacteria	Bacteria
Botu1203	Botu84	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:NRP-J.84	Bacteria	Bacteria
Botu1203	Botu923	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:WD2101.923	Bacteria	Bacteria
Botu1203	Notu84	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Enoplea_X.84	Bacteria	Nematodes
Botu1203	Potu210	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Limnofilidae.210	Bacteria	Protists
Botu1203	Potu268	1	0.94	terrace4	f:Acidobacteriaceae.1203	g:Acanthamoeba.268	Bacteria	Protists
Botu1203	Potu297	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Glissomonadida.297	Bacteria	Protists
Botu1203	Potu447	1	0.94	terrace4	f:Acidobacteriaceae.1203	g:Acanthamoeba.447	Bacteria	Protists
Botu1203	Potu510	1	0.94	terrace4	f:Acidobacteriaceae.1203	f:Chrysophyceae_Clade-E.510	Bacteria	Protists
Botu1203	Potu741	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Glissomonadida.741	Bacteria	Protists
Botu1203	Potu942	1	0.94	terrace4	f:Acidobacteriaceae.1203	o:Glissomonadida.942	Bacteria	Protists
Botu1204	Botu199	1	0.94	terrace4	f:Acetobacteraceae.1204	o:Methylacidiphilales.199	Bacteria	Bacteria
Botu1204	Botu307	1	0.94	terrace4	f:Acetobacteraceae.1204	f:Solibacteraceae.307	Bacteria	Bacteria
Botu1204	Botu313	1	0.94	terrace4	f:Acetobacteraceae.1204	f:Chthonomonadaceae.313	Bacteria	Bacteria
Botu1204	Botu451	1	0.94	terrace4	f:Acetobacteraceae.1204	f:Rhodospirillaceae.451	Bacteria	Bacteria
Botu1204	Botu480	1	0.94	terrace4	f:Acetobacteraceae.1204	o:WD2101.480	Bacteria	Bacteria
