zotu_1	zotu_2	interaction	RMTt	trt	taxa1	taxa2	group1	group2
Botu182	Botu417	1	0.94	terrace4	f:Acidobacteriaceae.182	g:Gemmata.417	Bacteria	Bacteria
Botu182	Botu42	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Acidobacteriaceae.42	Bacteria	Bacteria
Botu182	Botu420	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Acetobacteraceae.420	Bacteria	Bacteria
Botu182	Botu50	1	0.94	terrace4	f:Acidobacteriaceae.182	o:Solirubrobacterales.50	Bacteria	Bacteria
Botu182	Botu55	1	0.94	terrace4	f:Acidobacteriaceae.182	o:WD2101.55	Bacteria	Bacteria
Botu182	Botu66	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Isosphaeraceae.66	Bacteria	Bacteria
Botu182	Botu77	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Isosphaeraceae.77	Bacteria	Bacteria
Botu182	Botu90	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Acetobacteraceae.90	Bacteria	Bacteria
Botu182	Fotu288	1	0.94	terrace4	f:Acidobacteriaceae.182	g:Penicillium.288	Bacteria	Fungi
Botu182	Fotu314	1	0.94	terrace4	f:Acidobacteriaceae.182	o:Cantharellales.314	Bacteria	Fungi
Botu182	Fotu459	1	0.94	terrace4	f:Acidobacteriaceae.182	g:Oidiodendron.459	Bacteria	Fungi
Botu182	Fotu994	1	0.94	terrace4	f:Acidobacteriaceae.182	f:Venturiaceae.994	Bacteria	Fungi
Botu182	Potu1113	1	0.94	terrace4	f:Acidobacteriaceae.182	g:Spongomonas.1113	Bacteria	Protists
Botu183	Botu24	1	0.94	terrace4	o:Solirubrobacterales.183	o:Actinomycetales.24	Bacteria	Bacteria
Botu183	Botu3	1	0.94	terrace4	o:Solirubrobacterales.183	g:Mycobacterium.3	Bacteria	Bacteria
Botu183	Botu440	1	0.94	terrace4	o:Solirubrobacterales.183	o:Acidimicrobiales.440	Bacteria	Bacteria
Botu183	Botu551	1	0.94	terrace4	o:Solirubrobacterales.183	f:Rhodospirillaceae.551	Bacteria	Bacteria
Botu183	Botu6	1	0.94	terrace4	o:Solirubrobacterales.183	o:Actinomycetales.6	Bacteria	Bacteria
Botu183	Botu8	1	0.94	terrace4	o:Solirubrobacterales.183	f:Methylocystaceae.8	Bacteria	Bacteria
Botu183	Fotu506	1	0.94	terrace4	o:Solirubrobacterales.183	g:Oidiodendron.506	Bacteria	Fungi
Botu183	Potu1307	1	0.94	terrace4	o:Solirubrobacterales.183	o:Glissomonadida.1307	Bacteria	Protists
Botu183	Potu1457	1	0.94	terrace4	o:Solirubrobacterales.183	g:MAST-12C_XX.1457	Bacteria	Protists
Botu183	Potu197	1	0.94	terrace4	o:Solirubrobacterales.183	c:Filosa-Sarcomonadea.197	Bacteria	Protists
Botu183	Potu518	1	0.94	terrace4	o:Solirubrobacterales.183	g:Allapsidae_X.518	Bacteria	Protists
Botu183	Potu613	1	0.94	terrace4	o:Solirubrobacterales.183	c:Chlorophyceae.613	Bacteria	Protists
Botu183	Potu847	1	0.94	terrace4	o:Solirubrobacterales.183	g:Thraustochytriaceae_X.847	Bacteria	Protists
Botu186	Potu701	1	0.94	terrace4	f:Koribacteraceae.186	c:Filosa-Sarcomonadea.701	Bacteria	Protists
Botu188	Botu413	1	0.94	terrace4	o:Actinomycetales.188	o:Acidimicrobiales.413	Bacteria	Bacteria
Botu188	Botu446	1	0.94	terrace4	o:Actinomycetales.188	f:Acidobacteriaceae.446	Bacteria	Bacteria
Botu188	Botu626	1	0.94	terrace4	o:Actinomycetales.188	f:Gemmataceae.626	Bacteria	Bacteria
Botu188	Fotu1186	1	0.94	terrace4	o:Actinomycetales.188	g:Devriesia.1186	Bacteria	Fungi
Botu188	Potu541	1	0.94	terrace4	o:Actinomycetales.188	g:Flectomonas.541	Bacteria	Protists
Botu19	Botu297	1	0.94	terrace4	f:Acidobacteriaceae.19	o:WD2101.297	Bacteria	Bacteria
Botu19	Botu53	1	0.94	terrace4	f:Acidobacteriaceae.19	f:Isosphaeraceae.53	Bacteria	Bacteria
Botu191	Botu197	1	0.94	terrace4	f:Koribacteraceae.191	o:Actinomycetales.197	Bacteria	Bacteria
Botu191	Botu209	1	0.94	terrace4	f:Koribacteraceae.191	f:Conexibacteraceae.209	Bacteria	Bacteria
Botu191	Botu305	1	0.94	terrace4	f:Koribacteraceae.191	f:Acidobacteriaceae.305	Bacteria	Bacteria
Botu191	Botu46	1	0.94	terrace4	f:Koribacteraceae.191	f:Koribacteraceae.46	Bacteria	Bacteria
Botu191	Botu56	1	0.94	terrace4	f:Koribacteraceae.191	g:Cytophaga.56	Bacteria	Bacteria
Botu191	Potu741	1	0.94	terrace4	f:Koribacteraceae.191	o:Glissomonadida.741	Bacteria	Protists
Botu192	Botu219	1	0.94	terrace4	f:auto67_4W.192	f:Acidobacteriaceae.219	Bacteria	Bacteria
Botu192	Botu273	1	0.94	terrace4	f:auto67_4W.192	f:Rhodospirillaceae.273	Bacteria	Bacteria
Botu192	Botu519	1	0.94	terrace4	f:auto67_4W.192	f:Isosphaeraceae.519	Bacteria	Bacteria
Botu192	Botu558	1	0.94	terrace4	f:auto67_4W.192	o:WD2101.558	Bacteria	Bacteria
Botu192	Potu218	1	0.94	terrace4	f:auto67_4W.192	o:Craspedida.218	Bacteria	Protists
Botu192	Potu233	1	0.94	terrace4	f:auto67_4W.192	f:Limnofilidae.233	Bacteria	Protists
Botu193	Botu194	1	0.94	terrace4	f:Isosphaeraceae.193	f:Rhodospirillaceae.194	Bacteria	Bacteria
Botu193	Botu29	1	0.94	terrace4	f:Isosphaeraceae.193	f:Conexibacteraceae.29	Bacteria	Bacteria
Botu193	Botu519	1	0.94	terrace4	f:Isosphaeraceae.193	f:Isosphaeraceae.519	Bacteria	Bacteria
Botu193	Botu63	1	0.94	terrace4	f:Isosphaeraceae.193	f:auto67_4W.63	Bacteria	Bacteria
Botu193	Botu868	1	0.94	terrace4	f:Isosphaeraceae.193	f:auto67_4W.868	Bacteria	Bacteria
Botu193	Botu970	1	0.94	terrace4	f:Isosphaeraceae.193	g:Geobacter.970	Bacteria	Bacteria
Botu193	Fotu1142	1	0.94	terrace4	f:Isosphaeraceae.193	g:Mortierella.1142	Bacteria	Fungi
Botu193	Fotu246	1	0.94	terrace4	f:Isosphaeraceae.193	f:Herpotrichiellaceae.246	Bacteria	Fungi
Botu193	Potu1191	1	0.94	terrace4	f:Isosphaeraceae.193	o:Euglenida.1191	Bacteria	Protists
Botu193	Potu425	1	0.94	terrace4	f:Isosphaeraceae.193	g:Allapsidae_X.425	Bacteria	Protists
Botu193	Potu430	1	0.94	terrace4	f:Isosphaeraceae.193	g:Allpasidae_Group-Te.430	Bacteria	Protists
Botu194	Botu29	1	0.94	terrace4	f:Rhodospirillaceae.194	f:Conexibacteraceae.29	Bacteria	Bacteria
Botu194	Botu596	1	0.94	terrace4	f:Rhodospirillaceae.194	o:FW68.596	Bacteria	Bacteria
Botu194	Botu852	1	0.94	terrace4	f:Rhodospirillaceae.194	f:Isosphaeraceae.852	Bacteria	Bacteria
Botu194	Botu970	1	0.94	terrace4	f:Rhodospirillaceae.194	g:Geobacter.970	Bacteria	Bacteria
Botu194	Potu1191	1	0.94	terrace4	f:Rhodospirillaceae.194	o:Euglenida.1191	Bacteria	Protists
Botu194	Potu424	1	0.94	terrace4	f:Rhodospirillaceae.194	g:LKM74-lineage_X.424	Bacteria	Protists
Botu194	Potu425	1	0.94	terrace4	f:Rhodospirillaceae.194	g:Allapsidae_X.425	Bacteria	Protists
Botu194	Potu430	1	0.94	terrace4	f:Rhodospirillaceae.194	g:Allpasidae_Group-Te.430	Bacteria	Protists
Botu194	Potu489	1	0.94	terrace4	f:Rhodospirillaceae.194	c:Spirotrichea.489	Bacteria	Protists
Botu194	Potu969	1	0.94	terrace4	f:Rhodospirillaceae.194	g:Acanthamoeba.969	Bacteria	Protists
Botu197	Botu198	1	0.94	terrace4	o:Actinomycetales.197	f:Chthonomonadaceae.198	Bacteria	Bacteria
Botu197	Botu209	1	0.94	terrace4	o:Actinomycetales.197	f:Conexibacteraceae.209	Bacteria	Bacteria
Botu197	Botu305	1	0.94	terrace4	o:Actinomycetales.197	f:Acidobacteriaceae.305	Bacteria	Bacteria
Botu197	Botu310	1	0.94	terrace4	o:Actinomycetales.197	f:Gemmataceae.310	Bacteria	Bacteria
Botu197	Botu428	1	0.94	terrace4	o:Actinomycetales.197	f:Acidobacteriaceae.428	Bacteria	Bacteria
Botu197	Botu46	1	0.94	terrace4	o:Actinomycetales.197	f:Koribacteraceae.46	Bacteria	Bacteria
Botu197	Botu461	1	0.94	terrace4	o:Actinomycetales.197	o:Solibacterales.461	Bacteria	Bacteria
Botu197	Botu498	1	0.94	terrace4	o:Actinomycetales.197	f:Isosphaeraceae.498	Bacteria	Bacteria
Botu197	Botu511	1	0.94	terrace4	o:Actinomycetales.197	f:auto67_4W.511	Bacteria	Bacteria
Botu197	Botu56	1	0.94	terrace4	o:Actinomycetales.197	g:Cytophaga.56	Bacteria	Bacteria
Botu197	Fotu1544	1	0.94	terrace4	o:Actinomycetales.197	g:Archaeorhizomyces.1544	Bacteria	Fungi
Botu197	Fotu634	1	0.94	terrace4	o:Actinomycetales.197	g:Oidiodendron.634	Bacteria	Fungi
Botu197	Fotu78	1	0.94	terrace4	o:Actinomycetales.197	g:Penicillium.78	Bacteria	Fungi
Botu197	Potu368	1	0.94	terrace4	o:Actinomycetales.197	o:Glissomonadida.368	Bacteria	Protists
Botu197	Potu398	1	0.94	terrace4	o:Actinomycetales.197	g:Trebouxiophyceae_XXX.398	Bacteria	Protists
Botu198	Botu209	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Conexibacteraceae.209	Bacteria	Bacteria
Botu198	Botu231	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Solibacteraceae.231	Bacteria	Bacteria
Botu198	Botu24	1	0.94	terrace4	f:Chthonomonadaceae.198	o:Actinomycetales.24	Bacteria	Bacteria
Botu198	Botu3	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Mycobacterium.3	Bacteria	Bacteria
Botu198	Botu305	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Acidobacteriaceae.305	Bacteria	Bacteria
Botu198	Botu310	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Gemmataceae.310	Bacteria	Bacteria
Botu198	Botu505	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Isosphaeraceae.505	Bacteria	Bacteria
Botu198	Botu56	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Cytophaga.56	Bacteria	Bacteria
Botu198	Botu8	1	0.94	terrace4	f:Chthonomonadaceae.198	f:Methylocystaceae.8	Bacteria	Bacteria
Botu198	Fotu1718	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Archaeorhizomyces.1718	Bacteria	Fungi
Botu198	Fotu634	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Oidiodendron.634	Bacteria	Fungi
Botu198	Fotu78	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Penicillium.78	Bacteria	Fungi
Botu198	Potu1094	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Mesofila.1094	Bacteria	Protists
Botu198	Potu197	1	0.94	terrace4	f:Chthonomonadaceae.198	c:Filosa-Sarcomonadea.197	Bacteria	Protists
Botu198	Potu312	1	0.94	terrace4	f:Chthonomonadaceae.198	c:Filosa-Sarcomonadea.312	Bacteria	Protists
Botu198	Potu398	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Trebouxiophyceae_XXX.398	Bacteria	Protists
Botu198	Potu518	1	0.94	terrace4	f:Chthonomonadaceae.198	g:Allapsidae_X.518	Bacteria	Protists
Botu198	Potu548	1	0.94	terrace4	f:Chthonomonadaceae.198	o:Glissomonadida.548	Bacteria	Protists
Botu199	Botu313	1	0.94	terrace4	o:Methylacidiphilales.199	f:Chthonomonadaceae.313	Bacteria	Bacteria
Botu199	Botu451	1	0.94	terrace4	o:Methylacidiphilales.199	f:Rhodospirillaceae.451	Bacteria	Bacteria
Botu199	Botu51	1	0.94	terrace4	o:Methylacidiphilales.199	f:Gemmataceae.51	Bacteria	Bacteria
Botu199	Botu591	1	0.94	terrace4	o:Methylacidiphilales.199	f:[Chthoniobacteraceae].591	Bacteria	Bacteria
Botu199	Fotu1666	1	0.94	terrace4	o:Methylacidiphilales.199	g:Archaeorhizomyces.1666	Bacteria	Fungi
Botu199	Fotu218	1	0.94	terrace4	o:Methylacidiphilales.199	g:Hyaloscypha.218	Bacteria	Fungi
Botu199	Fotu72	1	0.94	terrace4	o:Methylacidiphilales.199	g:Meliniomyces.72	Bacteria	Fungi
Botu199	Fotu841	1	0.94	terrace4	o:Methylacidiphilales.199	f:Hyaloscyphaceae.841	Bacteria	Fungi
Botu199	Fotu956	1	0.94	terrace4	o:Methylacidiphilales.199	g:Mollisia.956	Bacteria	Fungi
Botu199	Potu111	1	0.94	terrace4	o:Methylacidiphilales.199	g:Trinematidae_X.111	Bacteria	Protists
Botu199	Potu1231	1	0.94	terrace4	o:Methylacidiphilales.199	o:Kinetoplastida.1231	Bacteria	Protists
Botu199	Potu251	1	0.94	terrace4	o:Methylacidiphilales.199	o:Variosea_X.251	Bacteria	Protists
Botu199	Potu757	1	0.94	terrace4	o:Methylacidiphilales.199	o:Glissomonadida.757	Bacteria	Protists
Botu199	Potu92	1	0.94	terrace4	o:Methylacidiphilales.199	f:Allapsidae.92	Bacteria	Protists
Botu2	Botu304	1	0.94	terrace4	f:Isosphaeraceae.2	f:Chthonomonadaceae.304	Bacteria	Bacteria
Botu2	Botu506	1	0.94	terrace4	f:Isosphaeraceae.2	f:Conexibacteraceae.506	Bacteria	Bacteria
Botu2	Botu796	1	0.94	terrace4	f:Isosphaeraceae.2	o:Ellin6513.796	Bacteria	Bacteria
Botu2	Fotu1580	1	0.94	terrace4	f:Isosphaeraceae.2	g:Archaeorhizomyces.1580	Bacteria	Fungi
Botu2	Potu1637	1	0.94	terrace4	f:Isosphaeraceae.2	g:Thraustochytriaceae_X.1637	Bacteria	Protists
Botu20	Botu235	1	0.94	terrace4	f:Isosphaeraceae.20	f:Isosphaeraceae.235	Bacteria	Bacteria
Botu20	Botu366	1	0.94	terrace4	f:Isosphaeraceae.20	f:Acidobacteriaceae.366	Bacteria	Bacteria
Botu20	Botu733	1	0.94	terrace4	f:Isosphaeraceae.20	o:WD2101.733	Bacteria	Bacteria
Botu20	Botu871	1	0.94	terrace4	f:Isosphaeraceae.20	f:Syntrophobacteraceae.871	Bacteria	Bacteria
Botu20	Potu352	1	0.94	terrace4	f:Isosphaeraceae.20	f:Allapsidae.352	Bacteria	Protists
Botu20	Potu429	1	0.94	terrace4	f:Isosphaeraceae.20	o:Glissomonadida.429	Bacteria	Protists
Botu20	Potu520	1	0.94	terrace4	f:Isosphaeraceae.20	f:Oxytrichidae.520	Bacteria	Protists
Botu200	Botu416	1	0.94	terrace4	o:Actinomycetales.200	f:Isosphaeraceae.416	Bacteria	Bacteria
Botu200	Botu913	1	0.94	terrace4	o:Actinomycetales.200	f:Conexibacteraceae.913	Bacteria	Bacteria
Botu200	Fotu1107	1	0.94	terrace4	o:Actinomycetales.200	g:Antennariella.1107	Bacteria	Fungi
Botu200	Fotu118	1	0.94	terrace4	o:Actinomycetales.200	g:Byssocorticium.118	Bacteria	Fungi
Botu200	Fotu289	1	0.94	terrace4	o:Actinomycetales.200	g:Penicillium.289	Bacteria	Fungi
Botu200	Fotu483	1	0.94	terrace4	o:Actinomycetales.200	g:Oidiodendron.483	Bacteria	Fungi
Botu200	Fotu70	1	0.94	terrace4	o:Actinomycetales.200	g:Botryobasidium.70	Bacteria	Fungi
Botu200	Potu1289	1	0.94	terrace4	o:Actinomycetales.200	o:Rotaliida.1289	Bacteria	Protists
Botu200	Potu1320	1	0.94	terrace4	o:Actinomycetales.200	g:Cercomonas.1320	Bacteria	Protists
Botu201	Botu220	1	0.94	terrace4	f:Acetobacteraceae.201	o:Acidimicrobiales.220	Bacteria	Bacteria
Botu201	Botu237	1	0.94	terrace4	f:Acetobacteraceae.201	g:Planctomyces.237	Bacteria	Bacteria
Botu201	Botu321	1	0.94	terrace4	f:Acetobacteraceae.201	g:Bacillus.321	Bacteria	Bacteria
Botu201	Botu324	1	0.94	terrace4	f:Acetobacteraceae.201	f:Isosphaeraceae.324	Bacteria	Bacteria
Botu201	Botu403	1	0.94	terrace4	f:Acetobacteraceae.201	f:Acidobacteriaceae.403	Bacteria	Bacteria
Botu201	Botu413	1	0.94	terrace4	f:Acetobacteraceae.201	o:Acidimicrobiales.413	Bacteria	Bacteria
Botu201	Botu428	1	0.94	terrace4	f:Acetobacteraceae.201	f:Acidobacteriaceae.428	Bacteria	Bacteria
Botu201	Botu446	1	0.94	terrace4	f:Acetobacteraceae.201	f:Acidobacteriaceae.446	Bacteria	Bacteria
Botu201	Botu505	1	0.94	terrace4	f:Acetobacteraceae.201	f:Isosphaeraceae.505	Bacteria	Bacteria
Botu201	Botu511	1	0.94	terrace4	f:Acetobacteraceae.201	f:auto67_4W.511	Bacteria	Bacteria
Botu201	Botu626	1	0.94	terrace4	f:Acetobacteraceae.201	f:Gemmataceae.626	Bacteria	Bacteria
Botu201	Botu665	1	0.94	terrace4	f:Acetobacteraceae.201	o:MLE1-12.665	Bacteria	Bacteria
Botu201	Botu72	1	0.94	terrace4	f:Acetobacteraceae.201	f:Conexibacteraceae.72	Bacteria	Bacteria
Botu201	Botu84	1	0.94	terrace4	f:Acetobacteraceae.201	o:NRP-J.84	Bacteria	Bacteria
Botu201	Fotu1125	1	0.94	terrace4	f:Acetobacteraceae.201	g:Mortierella.1125	Bacteria	Fungi
Botu201	Fotu1718	1	0.94	terrace4	f:Acetobacteraceae.201	g:Archaeorhizomyces.1718	Bacteria	Fungi
Botu201	Potu210	1	0.94	terrace4	f:Acetobacteraceae.201	f:Limnofilidae.210	Bacteria	Protists
Botu201	Potu250	1	0.94	terrace4	f:Acetobacteraceae.201	o:Variosea_X.250	Bacteria	Protists
Botu201	Potu312	1	0.94	terrace4	f:Acetobacteraceae.201	c:Filosa-Sarcomonadea.312	Bacteria	Protists
Botu201	Potu447	1	0.94	terrace4	f:Acetobacteraceae.201	g:Acanthamoeba.447	Bacteria	Protists
Botu201	Potu541	1	0.94	terrace4	f:Acetobacteraceae.201	g:Flectomonas.541	Bacteria	Protists
Botu201	Potu741	1	0.94	terrace4	f:Acetobacteraceae.201	o:Glissomonadida.741	Bacteria	Protists
Botu204	Botu358	1	0.94	terrace4	f:Acetobacteraceae.204	f:Isosphaeraceae.358	Bacteria	Bacteria
Botu204	Potu247	1	0.94	terrace4	f:Acetobacteraceae.204	g:Cercomonas.247	Bacteria	Protists
Botu207	Botu240	1	0.94	terrace4	o:WD2101.207	f:[Chthoniobacteraceae].240	Bacteria	Bacteria
Botu207	Botu275	1	0.94	terrace4	o:WD2101.207	g:A17.275	Bacteria	Bacteria
Botu207	Botu315	1	0.94	terrace4	o:WD2101.207	f:Methylocystaceae.315	Bacteria	Bacteria
Botu207	Botu365	1	0.94	terrace4	o:WD2101.207	g:Chthoniobacter.365	Bacteria	Bacteria
Botu207	Botu38	1	0.94	terrace4	o:WD2101.207	f:Acidobacteriaceae.38	Bacteria	Bacteria
Botu207	Botu40	1	0.94	terrace4	o:WD2101.207	f:Pirellulaceae.40	Bacteria	Bacteria
Botu207	Botu466	1	0.94	terrace4	o:WD2101.207	f:Koribacteraceae.466	Bacteria	Bacteria
Botu207	Botu61	1	0.94	terrace4	o:WD2101.207	f:Conexibacteraceae.61	Bacteria	Bacteria
Botu207	Botu618	1	0.94	terrace4	o:WD2101.207	o:WD2101.618	Bacteria	Bacteria
Botu207	Botu630	1	0.94	terrace4	o:WD2101.207	f:Isosphaeraceae.630	Bacteria	Bacteria
Botu207	Fotu1546	1	0.94	terrace4	o:WD2101.207	g:Archaeorhizomyces.1546	Bacteria	Fungi
Botu207	Fotu1633	1	0.94	terrace4	o:WD2101.207	g:Archaeorhizomyces.1633	Bacteria	Fungi
Botu207	Fotu988	1	0.94	terrace4	o:WD2101.207	f:Venturiaceae.988	Bacteria	Fungi
Botu207	Fotu989	1	0.94	terrace4	o:WD2101.207	f:Venturiaceae.989	Bacteria	Fungi
Botu207	Potu1060	1	0.94	terrace4	o:WD2101.207	f:Sandonidae.1060	Bacteria	Protists
Botu207	Potu1799	1	0.94	terrace4	o:WD2101.207	g:Spongomonas.1799	Bacteria	Protists
Botu207	Potu1871	1	0.94	terrace4	o:WD2101.207	g:Cyrtolophosis.1871	Bacteria	Protists
Botu207	Potu305	1	0.94	terrace4	o:WD2101.207	o:Glissomonadida.305	Bacteria	Protists
Botu207	Potu486	1	0.94	terrace4	o:WD2101.207	g:Paracercomonas.486	Bacteria	Protists
Botu209	Botu305	1	0.94	terrace4	f:Conexibacteraceae.209	f:Acidobacteriaceae.305	Bacteria	Bacteria
Botu209	Botu310	1	0.94	terrace4	f:Conexibacteraceae.209	f:Gemmataceae.310	Bacteria	Bacteria
Botu209	Botu324	1	0.94	terrace4	f:Conexibacteraceae.209	f:Isosphaeraceae.324	Bacteria	Bacteria
Botu209	Botu46	1	0.94	terrace4	f:Conexibacteraceae.209	f:Koribacteraceae.46	Bacteria	Bacteria
Botu209	Botu461	1	0.94	terrace4	f:Conexibacteraceae.209	o:Solibacterales.461	Bacteria	Bacteria
Botu209	Botu498	1	0.94	terrace4	f:Conexibacteraceae.209	f:Isosphaeraceae.498	Bacteria	Bacteria
Botu209	Botu56	1	0.94	terrace4	f:Conexibacteraceae.209	g:Cytophaga.56	Bacteria	Bacteria
Botu209	Botu742	1	0.94	terrace4	f:Conexibacteraceae.209	f:Ellin515.742	Bacteria	Bacteria
Botu209	Botu923	1	0.94	terrace4	f:Conexibacteraceae.209	o:WD2101.923	Bacteria	Bacteria
Botu209	Fotu1544	1	0.94	terrace4	f:Conexibacteraceae.209	g:Archaeorhizomyces.1544	Bacteria	Fungi
Botu209	Fotu58	1	0.94	terrace4	f:Conexibacteraceae.209	g:Meliniomyces.58	Bacteria	Fungi
Botu209	Fotu634	1	0.94	terrace4	f:Conexibacteraceae.209	g:Oidiodendron.634	Bacteria	Fungi
Botu209	Fotu78	1	0.94	terrace4	f:Conexibacteraceae.209	g:Penicillium.78	Bacteria	Fungi
Botu209	Potu1075	1	0.94	terrace4	f:Conexibacteraceae.209	g:Allpasidae_Group-Te.1075	Bacteria	Protists
Botu209	Potu368	1	0.94	terrace4	f:Conexibacteraceae.209	o:Glissomonadida.368	Bacteria	Protists
Botu21	Botu300	1	0.94	terrace4	o:Actinomycetales.21	o:Actinomycetales.300	Bacteria	Bacteria
Botu21	Botu519	1	0.94	terrace4	o:Actinomycetales.21	f:Isosphaeraceae.519	Bacteria	Bacteria
Botu21	Botu647	1	0.94	terrace4	o:Actinomycetales.21	f:Isosphaeraceae.647	Bacteria	Bacteria
Botu21	Botu664	1	0.94	terrace4	o:Actinomycetales.21	f:Solibacteraceae.664	Bacteria	Bacteria
Botu21	Botu7	1	0.94	terrace4	o:Actinomycetales.21	o:Actinomycetales.7	Bacteria	Bacteria
Botu21	Botu868	1	0.94	terrace4	o:Actinomycetales.21	f:auto67_4W.868	Bacteria	Bacteria
Botu21	Fotu118	1	0.94	terrace4	o:Actinomycetales.21	g:Byssocorticium.118	Bacteria	Fungi
Botu21	Fotu246	1	0.94	terrace4	o:Actinomycetales.21	f:Herpotrichiellaceae.246	Bacteria	Fungi
Botu21	Potu218	1	0.94	terrace4	o:Actinomycetales.21	o:Craspedida.218	Bacteria	Protists
Botu21	Potu425	1	0.94	terrace4	o:Actinomycetales.21	g:Allapsidae_X.425	Bacteria	Protists
Botu214	Botu614	1	0.94	terrace4	o:Actinomycetales.214	o:Actinomycetales.614	Bacteria	Bacteria
Botu214	Notu158	1	0.94	terrace4	o:Actinomycetales.214	g:Enoplea_XX.158	Bacteria	Nematodes
Botu219	Botu273	1	0.94	terrace4	f:Acidobacteriaceae.219	f:Rhodospirillaceae.273	Bacteria	Bacteria
Botu219	Botu86	1	0.94	terrace4	f:Acidobacteriaceae.219	f:Isosphaeraceae.86	Bacteria	Bacteria
Botu219	Fotu1142	1	0.94	terrace4	f:Acidobacteriaceae.219	g:Mortierella.1142	Bacteria	Fungi
Botu219	Fotu118	1	0.94	terrace4	f:Acidobacteriaceae.219	g:Byssocorticium.118	Bacteria	Fungi
Botu219	Potu233	1	0.94	terrace4	f:Acidobacteriaceae.219	f:Limnofilidae.233	Bacteria	Protists
Botu220	Botu237	1	0.94	terrace4	o:Acidimicrobiales.220	g:Planctomyces.237	Bacteria	Bacteria
Botu220	Botu261	1	0.94	terrace4	o:Acidimicrobiales.220	o:Solirubrobacterales.261	Bacteria	Bacteria
Botu220	Botu324	1	0.94	terrace4	o:Acidimicrobiales.220	f:Isosphaeraceae.324	Bacteria	Bacteria
Botu220	Botu357	1	0.94	terrace4	o:Acidimicrobiales.220	o:Actinomycetales.357	Bacteria	Bacteria
Botu220	Botu413	1	0.94	terrace4	o:Acidimicrobiales.220	o:Acidimicrobiales.413	Bacteria	Bacteria
Botu220	Botu428	1	0.94	terrace4	o:Acidimicrobiales.220	f:Acidobacteriaceae.428	Bacteria	Bacteria
Botu220	Botu46	1	0.94	terrace4	o:Acidimicrobiales.220	f:Koribacteraceae.46	Bacteria	Bacteria
Botu220	Botu505	1	0.94	terrace4	o:Acidimicrobiales.220	f:Isosphaeraceae.505	Bacteria	Bacteria
Botu220	Botu511	1	0.94	terrace4	o:Acidimicrobiales.220	f:auto67_4W.511	Bacteria	Bacteria
Botu220	Botu665	1	0.94	terrace4	o:Acidimicrobiales.220	o:MLE1-12.665	Bacteria	Bacteria
Botu220	Botu72	1	0.94	terrace4	o:Acidimicrobiales.220	f:Conexibacteraceae.72	Bacteria	Bacteria
Botu220	Botu84	1	0.94	terrace4	o:Acidimicrobiales.220	o:NRP-J.84	Bacteria	Bacteria
Botu220	Fotu1542	1	0.94	terrace4	o:Acidimicrobiales.220	g:Archaeorhizomyces.1542	Bacteria	Fungi
Botu220	Fotu1718	1	0.94	terrace4	o:Acidimicrobiales.220	g:Archaeorhizomyces.1718	Bacteria	Fungi
Botu220	Fotu78	1	0.94	terrace4	o:Acidimicrobiales.220	g:Penicillium.78	Bacteria	Fungi
Botu220	Notu343	1	0.94	terrace4	o:Acidimicrobiales.220	g:Enchodelus.343	Bacteria	Nematodes
Botu220	Potu210	1	0.94	terrace4	o:Acidimicrobiales.220	f:Limnofilidae.210	Bacteria	Protists
Botu220	Potu250	1	0.94	terrace4	o:Acidimicrobiales.220	o:Variosea_X.250	Bacteria	Protists
Botu220	Potu286	1	0.94	terrace4	o:Acidimicrobiales.220	f:Allapsidae.286	Bacteria	Protists
Botu220	Potu312	1	0.94	terrace4	o:Acidimicrobiales.220	c:Filosa-Sarcomonadea.312	Bacteria	Protists
Botu220	Potu447	1	0.94	terrace4	o:Acidimicrobiales.220	g:Acanthamoeba.447	Bacteria	Protists
Botu220	Potu541	1	0.94	terrace4	o:Acidimicrobiales.220	g:Flectomonas.541	Bacteria	Protists
Botu220	Potu741	1	0.94	terrace4	o:Acidimicrobiales.220	o:Glissomonadida.741	Bacteria	Protists
Botu229	Fotu1782	1	0.94	terrace4	g:Rhodoplanes.229	g:Archaeorhizomyces.1782	Bacteria	Fungi
Botu231	Botu353	1	0.94	terrace4	f:Solibacteraceae.231	f:Gemmataceae.353	Bacteria	Bacteria
Botu231	Botu382	1	0.94	terrace4	f:Solibacteraceae.231	f:Gemmataceae.382	Bacteria	Bacteria
